Case,index,REF_gradU_11,REF_gradU_12,REF_gradU_13,REF_gradU_21,REF_gradU_22,REF_gradU_23,REF_gradU_31,REF_gradU_32,REF_gradU_33,w1,w2,w3,w4,w5,w6
squareDuctAve_Re_1100,10,-8.463234e-17,0.044835765,2.1582782,1.6529761e-19,-0.00013810379,-0.0025371688,-1.03311046e-20,-4.780403e-07,0.0002040826,-14.505984179017082,-0.03490990643265963,-0.0006431337673420605,-18.420525086732592,4.055429861992757e-06,-18.420680691123103
squareDuctAve_Re_1100,11,5.259589e-16,0.06223244,2.3582263,-5.13632e-19,-0.0001874798,-0.003131703,1.6050989999999998e-20,-1.7074232e-06,0.00019656774,-14.30826597567679,-0.03787538955142013,-0.0014958623059742574,-18.420506327555373,9.741746383067282e-06,-18.42068047189761
squareDuctAve_Re_1100,12,0.0,0.07202897,2.5271983,0.0,-0.00020492949,-0.0036063618,0.0,-5.6264216e-06,0.00017911819,-14.172392414722239,-0.0426952184708829,-0.0030748189596773666,-18.420466200877723,2.1850924087977108e-05,-18.420679631208728
squareDuctAve_Re_1100,13,0.0,0.048797272,2.7517152,0.0,-0.00010972689,-0.0041669323,0.0,-4.8449742e-06,0.0001406558,-14.028073708858804,-0.0405359092667571,-0.0011780981418869324,-18.247385960928966,0.00032469331049420037,-18.420680295708735
squareDuctAve_Re_1100,14,-1.852869e-16,0.06766661,2.9789536,3.618881e-19,-8.854915e-05,-0.004607366,-2.8272514e-21,-1.2787894e-05,8.4202584e-05,-13.806068859614932,-0.035554357983037375,-0.0014316383862398583,-17.89473525263377,-0.016547394407854955,-18.420419899959057
squareDuctAve_Re_1100,15,-9.429439e-17,0.03842632,3.184632,9.208441e-20,-3.359972e-05,-0.0048125596,-3.5970404000000003e-22,-4.1858884e-06,2.5888265e-05,-13.650576416012832,-0.03247452206239873,-0.001121163399765511,-17.62067238139017,3.248059274067019e-05,-18.420680611734973
squareDuctAve_Re_1100,16,0.0,0.05243896,3.356056,0.0,4.1781543e-05,-0.004745317,0.0,-1.2155244e-05,-3.4927027e-05,-13.574787680026537,-0.02797152116577701,-0.0032270703693805893,-17.517015875336302,-0.02888487670324697,-18.420217566819314
squareDuctAve_Re_1100,17,0.0,0.060278118,3.5950844,0.0,0.00020457608,-0.0043431628,0.0,-2.0141175e-05,-0.00014851445,-13.334858899896146,-0.007869097814345376,-0.007280540557836255,-17.158131564019676,-0.04780980444881214,-18.419770003631548
squareDuctAve_Re_1100,18,0.0,0.03431607,3.8266113,0.0,0.0001840833,-0.0034848116,0.0,-6.6226503e-06,-0.00027670446,-13.235489524006992,0.0026416538064731503,-0.007835938800695993,-17.00734292762184,-0.051849492322665044,-18.419723854936993
squareDuctAve_Re_1100,19,0.0,0.05694649,4.0302815,0.0,0.00038792283,-0.002123112,0.0,-2.2386761e-05,-0.000390892,-13.114787930106873,0.01884573774486966,-0.004363862659938061,-16.831431253066192,-0.03750133292229194,-18.4202367414152
squareDuctAve_Re_1100,20,6.689077e-16,0.047367085,4.2695556,1.6046147e-20,0.0005275471,0.00021311792,-3.5888065e-20,-1.9080468e-05,-0.0005436868,-12.927375426874736,0.048955267340652954,-0.006348874011820368,-16.55923844451812,-0.038023099988259035,-18.420289503498715
squareDuctAve_Re_1100,21,0.0,0.035046477,4.4616156,0.0,0.00057719334,0.0026639486,0.0,-1.1713652e-05,-0.0007019641,-12.861427686209122,0.06082541292064464,-0.006877301750594965,-16.45647368593015,-0.04174304431297627,-18.420233986528597
squareDuctAve_Re_1100,22,5.415784e-16,0.050785974,4.68944,1.0577711999999998e-18,0.0010480903,0.0064399233,-6.611063999999999e-20,-2.6782327e-05,-0.0008657046,-12.701410854121846,0.09498682099069224,-0.007576210849212221,-16.203290986685943,-0.05090059672548498,-18.42009334300519
squareDuctAve_Re_1100,23,0.0,0.030014554,4.9171414,0.0,0.0007136676,0.011465223,0.0,-9.287784e-06,-0.0010335207,-12.584326702444178,0.12190603641584113,-0.009249076400318006,-16.013825308502437,-0.027944768546485827,-18.420512686224605
squareDuctAve_Re_1100,24,-1.9043085e-16,0.043514613,5.1345215,-7.4387267e-19,0.0012954805,0.017466154,4.649202e-20,-2.3290828e-05,-0.0012358804,-12.513776915663927,0.1388153901701505,-0.009774736700849045,-15.886948589584728,-0.011884643560835257,-18.420645522693476
squareDuctAve_Re_1100,25,0.0,0.04033205,5.369531,0.0,0.0015387302,0.02538287,0.0,-2.2069453e-05,-0.0014389048,-12.358346979954288,0.17403645984959293,-0.010108485981183546,-15.620001329501829,-0.022357812300105712,-18.42058462757635
squareDuctAve_Re_1100,26,0.0,0.025959639,5.5801716,-4.230134e-18,0.0012520304,0.03387852,1.3219169999999998e-19,-9.451594e-06,-0.0016388759,-12.299606245218353,0.18727667817221622,-0.00926034204065836,-15.518936332005856,-0.04209991614188795,-18.420370936893637
squareDuctAve_Re_1100,27,1.0413932e-15,0.03812933,5.8004065,8.135864e-18,0.0020834145,0.0445413,-2.5424624e-19,-2.1994822e-05,-0.0018270289,-12.192548720854953,0.21113332480701402,-0.0093312515006231,-15.329855613786046,-0.03927688109894276,-18.420426745144333
squareDuctAve_Re_1100,28,0.0,0.020979997,6.0135508,2.0966164e-20,0.001344205,0.05694889,0.0,-6.1420365e-06,-0.0020186442,-12.099524222050686,0.23193969501624842,-0.010662540843063178,-15.164145235156713,-0.023636277429783772,-18.420587860415544
squareDuctAve_Re_1100,29,0.0,0.033079658,6.190079,0.0,0.0024496333,0.06937705,0.0,-1.7556942e-05,-0.0021499654,-12.025999326119951,0.2498749400343536,-0.010774097175437399,-15.03479592110706,-0.016292110934574673,-18.420633835393257
squareDuctAve_Re_1100,30,-8.049888e-16,0.020036511,6.411753,-1.2577901000000001e-17,0.0017631827,0.08748459,1.965301e-19,-6.379015e-06,-0.0023339135,-11.93729816211647,0.27294119734474326,-0.009330757402780245,-14.884690404195156,-0.0246827250259649,-18.420589672552165
squareDuctAve_Re_1100,31,0.0,0.024107367,6.570067,0.0,0.0025551417,0.10313135,0.0,-8.255551e-06,-0.002427462,-11.899132349363764,0.2852230874187888,-0.009273542482105985,-14.818978431743895,-0.02622110228998067,-18.42058061763813
squareDuctAve_Re_1100,32,0.0,0.016822996,6.740073,0.0,0.002174735,0.122949705,0.0,-2.0634766e-06,-0.0024928465,-11.817397042424087,0.31313389021625215,-0.009285410587283563,-14.67921097026605,-0.018730028720083374,-18.42062878919429
squareDuctAve_Re_1100,33,0.0,0.013847616,6.886136,0.0,0.0022027341,0.14363605,0.0,2.394161e-06,-0.0024828678,-11.772704505007937,0.33377571433738007,-0.00825507888646483,-14.597100038636263,-0.016367646161972543,-18.420641755131257
squareDuctAve_Re_1100,34,0.0,0.011857014,6.991157,0.0,0.0023839625,0.1619621,0.0,9.558362e-06,-0.002399575,-11.755262657847934,0.34468395591340967,-0.00926985115039933,-14.561164149825348,-0.009936592814200002,-18.42066233693881
squareDuctAve_Re_1100,35,0.0,0.0076201265,7.077291,0.0,0.0020874504,0.1809765,0.0,1.5003581e-05,-0.0022390014,-11.733636139916147,0.36396667539929656,-0.009882808452610381,-14.509438567022274,-0.0015368957293654983,-18.42067326960669
squareDuctAve_Re_1100,36,1.4905416000000002e-16,0.0040409677,7.144643,4.6579276e-18,0.0018857335,0.20329337,0.0,2.2761893e-05,-0.0018468843,-11.727113371865002,0.3894837236394383,-0.009735943902809734,-14.461432349745515,0.008119768308560402,-18.42066446910854
squareDuctAve_Re_1100,37,-5.3299104e-16,3.5286554e-05,7.160189,0.0,0.0012785654,0.21880619,3.2531236e-20,2.024813e-05,-0.0014555004,-11.741121660300356,0.4042840564541865,-0.008637550062381429,-14.449507569924995,0.010855928610541181,-18.420659244073523
squareDuctAve_Re_1100,38,1.8904398e-16,-0.004091969,7.136233,0.0,0.0010178376,0.23045982,-2.3076638e-20,3.0561183e-05,-0.00096586434,-11.756012204507206,0.41102183653964336,-0.007682363791845008,-14.455270979277486,0.01314377110141795,-18.420653334958118
squareDuctAve_Re_1100,39,0.0,-0.007136751,7.0667405,0.0,0.0003700344,0.23778312,0.0,2.1464693e-05,-0.00043434804,-11.808684506436904,0.4216586693117863,-0.0072263273647821,-14.5008859325233,0.015294688513907667,-18.420645563685582
squareDuctAve_Re_1100,40,0.0,-0.008539707,6.948598,0.0,-0.00010026964,0.23950501,0.0,1.1318432e-05,0.00013918153,-11.857130226403232,0.4244677151719805,-0.0076014612830124124,-14.559827798630554,0.019954169765697725,-18.420622774690177
squareDuctAve_Re_1100,41,0.0,-0.01903317,6.763954,0.0,-0.0008570294,0.23402554,0.0,3.3257424e-05,0.00077323813,-11.922793023126935,0.42403898511804844,-0.006594581440108497,-14.633020063169258,0.019738757744905664,-18.420624172511715
squareDuctAve_Re_1100,42,0.0,-0.021531578,6.540313,0.0,-0.0014298733,0.22157378,0.0,2.8791032e-05,0.0012730097,-11.99759570367883,0.41606595924969475,-0.006102984001903374,-14.679746970490767,0.015173254349158435,-18.420645813471772
squareDuctAve_Re_1100,43,0.0,-0.02303847,6.3042874,0.0,-0.0019093251,0.20422558,0.0,2.7847122e-05,0.0017757866,-12.087924533517745,0.3951388866680117,-0.0055318894528846125,-14.688970329161888,0.01415746651748657,-18.420650446256833
squareDuctAve_Re_1100,44,0.0,-0.019216236,6.0119433,0.0,-0.0020372414,0.17704844,0.0,1.8288454e-05,0.002311619,-12.217508384558666,0.34818112461918804,-0.0034277515067907206,-14.666765367966704,0.005871199451494804,-18.420674977772656
squareDuctAve_Re_1100,45,0.0,-0.020726776,5.704628,0.0,-0.0030743037,0.13873175,0.0,1.9795809e-05,0.0028296255,-12.377681708340498,0.25982422818857864,-0.002303618008674837,-14.623275557739815,-0.00018024397949514603,-18.420680303276097
squareDuctAve_Re_1100,46,0.0,-0.016923297,5.4740705,0.0,-0.0034713133,0.09967067,0.0,1.5199872e-05,0.0031463804,-12.507978616946568,0.16049043653308767,-0.0018049535943236608,-14.591604197837853,0.006473334721324275,-18.420674934761475
squareDuctAve_Re_1100,47,0.0,-0.007476615,5.2746186,0.0,-0.0033251382,0.044025764,0.0,7.499532e-06,0.0034613782,-12.617555348358213,0.019134999239315664,-0.0020540565992886862,-14.571014188618237,0.003788288726348697,-18.42067851175267
squareDuctAve_Re_1100,48,1.2490452e-15,-0.0003120677,5.2163677,-1.2197697e-18,-0.0030651537,-0.008077652,3.0494264e-19,2.9938028e-06,0.0036101928,-12.600954890981816,-0.12094034293226161,-0.003313252518035808,-14.5732141616515,-0.002394694800264253,-18.42067902470828
squareDuctAve_Re_1100,49,0.0,0.009971748,5.2880054,0.0,-0.0039502485,-0.06215416,0.0,-6.1928936e-06,0.0035937363,-12.47100929119739,-0.1995835799689455,-0.0029204280018758763,-14.570529669634748,-0.0028434535202270473,-18.42067892446803
squareDuctAve_Re_1100,50,0.0,0.012183499,5.47196,0.0,-0.0027900464,-0.11306235,0.0,-9.638568e-06,0.0033371388,-12.284065053900147,-0.2590344862775683,-0.002587459986105693,-14.561803478134891,-0.0031694180050268316,-18.42067883074657
squareDuctAve_Re_1100,51,0.0,0.017018395,5.7129984,0.0,-0.0025276863,-0.15469551,0.0,-1.8584984e-05,0.0028322244,-12.152092749919346,-0.2937721375567309,-0.0030400700383212556,-14.56068293494497,-0.008940574721363864,-18.420669399076704
squareDuctAve_Re_1100,52,0.0,0.023684984,5.995893,0.0,-0.0025111171,-0.1887941,0.0,-3.6079295e-05,0.0022159275,-12.030929969353698,-0.3327231634567244,-0.0037649998265156495,-14.579254838390012,-0.008373834461933786,-18.420670181764674
squareDuctAve_Re_1100,53,0.0,0.01989497,6.244069,0.0,-0.0016418648,-0.2114996,0.0,-2.9125029e-05,0.001599982,-11.972423388378525,-0.3586774309787894,-0.004479695238364877,-14.599785332892482,-0.00829363127750393,-18.42066977573964
squareDuctAve_Re_1100,54,0.0,0.019864995,6.4629846,0.0,-0.0011419896,-0.22656082,0.0,-3.8381433e-05,0.0010253133,-11.9178117676217,-0.3934465077677578,-0.006037556167474097,-14.613769040561609,-0.01418421628296399,-18.420650459521493
squareDuctAve_Re_1100,55,1.294296e-16,0.009349113,6.650949,-4.044674e-18,-0.00021589846,-0.23465163,3.9498807e-21,-1.3457996e-05,0.00036096384,-11.881641208754356,-0.4242260774504694,-0.00655178300490269,-14.609490437681714,-0.012245708437654487,-18.42065673597215
squareDuctAve_Re_1100,56,0.0,0.01080975,6.795001,0.0,0.00034912204,-0.2344175,0.0,-3.852825e-05,-0.0003288097,-11.853592660188767,-0.4419880101837706,-0.008604560919837143,-14.601461000145699,-0.014701223711997358,-18.420645097255356
squareDuctAve_Re_1100,57,7.465826000000001e-17,0.0056559457,6.8722444,-2.3330693e-18,0.0009171998,-0.2283127,-4.5567623e-21,-3.074683e-05,-0.0008398757,-11.838054423232236,-0.444473752231775,-0.009844871669738872,-14.596324325167007,-0.014083251190272294,-18.420645582216018
squareDuctAve_Re_1100,58,0.0,0.0010409876,6.9013,1.7617992e-17,0.0010411586,-0.22015752,0.0,-1.5826081e-05,-0.0011479403,-11.834011396567483,-0.4409526184430633,-0.008737520640439674,-14.589729938132002,-0.005609599747525003,-18.420670195270503
squareDuctAve_Re_1100,59,0.0,-0.0024504967,6.897391,0.0,0.0014468987,-0.20653363,-3.60044e-20,-1.6260357e-05,-0.0015229423,-11.83897537894333,-0.4349309928135396,-0.00829430905420586,-14.588523063689955,-0.0011814608167738361,-18.42067519526219
squareDuctAve_Re_1100,60,5.804153e-16,-0.0063466337,6.860204,-1.8137945e-17,0.0017806132,-0.19236328,-3.5425664e-20,-1.4170569e-05,-0.0017535848,-11.8542538978477,-0.4291617605892268,-0.008371398450290312,-14.6093005722286,0.0017482174385008396,-18.42067516367557
squareDuctAve_Re_1100,61,-3.8987203e-16,-0.009940701,6.7729225,6.0917385e-18,0.0019493789,-0.17280892,4.7591723e-20,-9.737405e-06,-0.0019821809,-11.888936780351667,-0.41771287084009406,-0.008663493874789778,-14.674326959386937,0.010432301827572404,-18.42066149559228
squareDuctAve_Re_1100,62,0.0,-0.011950726,6.6884503,0.0,0.0018349529,-0.15859509,0.0,-4.4992444e-06,-0.0020649678,-11.90679682895529,-0.41071127878357705,-0.00890506551465425,-14.71060482608073,0.010838358185581947,-18.42065991286984
squareDuctAve_Re_1100,63,0.0,-0.014774993,6.5736117,0.0,0.001859794,-0.1426124,0.0,-1.6124714e-06,-0.0021264032,-11.948282497657246,-0.3922561042934358,-0.009056293308612788,-14.793587448702246,0.017064375774577156,-18.420635945800246
squareDuctAve_Re_1100,64,-2.0203319e-16,-0.021446327,6.4063725,6.313530499999999e-18,0.0022594268,-0.123399906,1.2331113e-20,1.1343708e-06,-0.0021406543,-12.020363634450293,-0.3573857182357136,-0.009745877505109635,-14.92623959282245,0.025254451415497724,-18.420584572828258
squareDuctAve_Re_1100,65,0.0,-0.026338603,6.243111,0.0,0.002350681,-0.10760599,0.0,4.7717554e-06,-0.0021085136,-12.075645038628961,-0.3309896778738005,-0.01039074037360924,-15.021023633392526,0.03380984209409859,-18.42050748697371
squareDuctAve_Re_1100,66,0.0,-0.02795683,6.069802,0.0,0.0021570385,-0.09304814,0.0,7.1212553e-06,-0.0020501069,-12.133376743783687,-0.30415719826968013,-0.010789691553303294,-15.118316077646387,0.02368992474584538,-18.420588957704076
squareDuctAve_Re_1100,67,0.0,-0.01921485,5.9091735,-1.5386127e-17,0.0013328721,-0.081056416,0.0,3.1705085e-06,-0.0019895446,-12.200704041845308,-0.27551431571281915,-0.010617294523460108,-15.224278598110164,0.025950792102135644,-18.42056882448006
squareDuctAve_Re_1100,68,0.0,-0.035323452,5.715846,0.0,0.002196349,-0.068657584,0.0,1.2442235e-05,-0.0018917299,-12.275158243537582,-0.24811950297197183,-0.010414533060765853,-15.33740495822726,0.03850189613755442,-18.420434839695773
squareDuctAve_Re_1100,69,0.0,-0.024122167,5.5089126,-3.3988572000000003e-18,0.0013358069,-0.057219896,-5.3107269999999996e-20,5.8719e-06,-0.0017697335,-12.391241947378393,-0.2103062012969317,-0.009145741055701474,-15.515290633210263,0.03810214321651989,-18.420426603581653
squareDuctAve_Re_1100,70,0.0,-0.031715754,5.2834086,0.0,0.0014660733,-0.046477053,-4.468222e-22,1.09111725e-05,-0.0016247223,-12.502031337005969,-0.18008668807179015,-0.009436429202173,-15.683626120820433,0.03026651837856036,-18.42050794904081
squareDuctAve_Re_1100,71,-4.737605e-16,-0.03316662,5.1028867,3.701269e-18,0.001269823,-0.039040368,2.8916181999999997e-20,1.1541847e-05,-0.0014918802,-12.55116737913287,-0.16795397511116977,-0.009780257188474407,-15.76177592897127,0.03216682193657435,-18.42048023501711
squareDuctAve_Re_1100,72,0.0,-0.046554845,4.879232,0.0,0.001500568,-0.030986732,0.0,2.1026e-05,-0.0013440661,-12.686930661686299,-0.13791030070398483,-0.00804412695207727,-15.976317922823652,0.041320991248364594,-18.420327917022018
squareDuctAve_Re_1100,73,0.0,-0.028328719,4.681819,0.0,0.0008213522,-0.024968082,0.0,6.6898942e-06,-0.0012156416,-12.804795743221472,-0.11321490346080253,-0.006435520172978513,-16.161952533335104,0.05227902422722241,-18.420073865474247
squareDuctAve_Re_1100,74,0.0,-0.050030287,4.4608264,0.0,0.0012371943,-0.019418685,0.0,2.2240549e-05,-0.0010507029,-12.908155461619591,-0.09549306337362659,-0.008476892776297512,-16.325715501909546,0.02967768784988197,-18.42046540223268
squareDuctAve_Re_1100,75,0.0,-0.046176124,4.2578053,0.0,0.0008919933,-0.015111774,0.0,1.7625924e-05,-0.00091011636,-13.011011905333401,-0.08014317368172158,-0.0063280411886816774,-16.490826302119384,0.016308949475500024,-18.42060866842337
squareDuctAve_Re_1100,76,0.0,-0.05600738,4.022969,0.0,0.00081689487,-0.010959135,0.0,2.1953781e-05,-0.00076634286,-13.192335299351221,-0.055480296729339254,-0.00456544836753296,-16.784025028024995,0.010840493912969887,-18.420643069424038
squareDuctAve_Re_1100,77,0.0,-0.03375762,3.8100336,0.0,0.0004395525,-0.007942053,0.0,6.6324683e-06,-0.00063842605,-13.31192314323871,-0.039594567987008146,-0.0053422214540553405,-17.000387573407263,0.0322470098428397,-18.420312500009633
squareDuctAve_Re_1100,78,0.0,-0.059002873,3.6059785,0.0,0.0006297978,-0.005725869,0.0,2.0695417e-05,-0.000525132,-13.429342779767266,-0.028679061179214912,-0.003178622446148686,-17.204452935093308,0.035355644871811524,-18.420166179514442
squareDuctAve_Re_1100,79,0.0,-0.060500614,3.3469226,0.0,0.00045355698,-0.003527971,0.0,1.7997407e-05,-0.00039620674,-13.611356568447723,-0.013708603759341341,-0.0020368392600476474,-17.528889646775664,0.024618844913445122,-18.420340603770423
squareDuctAve_Re_1100,80,-3.5511195e-16,-0.03820722,3.1950107,1.7339435999999998e-19,0.00020310249,-0.0024848706,1.0837158999999999e-20,5.2153923e-06,-0.00033355242,-13.711717203022253,-0.005808215855302244,-0.00249873046457362,-17.712824294661395,0.017866030285181363,-18.420454668920407
squareDuctAve_Re_1100,81,0.0,-0.0673504,2.9846568,0.0,0.00030659678,-0.0014428989,0.0,1.6514039e-05,-0.00025545762,-13.861074433956269,0.004740291222281008,-0.0013092980198594203,-17.953477322273645,0.0219627647020348,-18.420164284218167
squareDuctAve_Re_1100,82,2.4976237e-17,-0.049406786,2.7578433,-1.2195434e-20,0.00015358112,-0.00067177415,-1.524427e-21,7.3796805e-06,-0.00017620804,-14.072674767793476,0.013015224189532196,-0.0033627990571530775,-18.393282339402724,0.00038565029362406253,-18.42067662628369
squareDuctAve_Re_1100,83,-1.4969837000000002e-16,-0.0719953,2.5338929,9.136875e-21,0.00012382584,-0.00015830583,0.0,1.1391053e-05,-0.00011029784,-14.212912639977572,0.014657530891959827,-0.006234043317999858,-18.420655214597303,-1.5355495634545227e-05,-18.420676125910784
squareDuctAve_Re_1100,84,-1.1989315e-16,-0.068623215,2.3685539,-2.748684e-20,6.532512e-05,0.00011017115,0.0,7.8103385e-06,-7.3062765e-05,-14.362357988105401,0.012670006627196358,-0.003314876888521948,-18.42066096619226,-7.317835869624058e-06,-18.42067939014078
squareDuctAve_Re_1100,85,0.0,-0.04488952,2.164808,0.0,3.0786592e-05,0.0002684743,0.0,2.596214e-06,-3.8211263e-05,-14.53747843115509,0.017922710956718376,-0.0010654447368375355,-18.4206393832992,-3.4771995419840294e-06,-18.42068059778789
squareDuctAve_Re_1100,86,0.0,-0.078803256,1.9813087,0.0,1.1978233e-05,0.00033115098,0.0,6.2419767e-06,-1.0590173e-05,-14.653763538600433,0.021760002769090354,0.00506417653629246,-18.42061789445307,2.0685532744235807e-05,-18.420677339857903
squareDuctAve_Re_1100,87,0.0,-0.08387975,1.7609974,0.0,-1.6693459e-05,0.00033796596,0.0,3.9213082e-06,1.1065256e-05,-14.88516591685288,0.02248091986047012,0.005979951931887299,-18.420609270378858,2.688710912080868e-05,-18.420675686722117
squareDuctAve_Re_1100,88,0.0,-0.051741228,1.5771369,0.0,-1.7226559e-05,0.00030212718,0.0,8.230391e-07,2.3438906e-05,-15.04655836145782,0.02031824428445167,-0.00020919660886680862,-18.420619567888785,-8.90768783856983e-07,-18.42068073746724
squareDuctAve_Re_1100,89,0.0,-0.08331202,1.3730118,8.927436e-21,-2.9981242e-05,0.0002358857,5.579649e-22,1.4316108e-06,3.0585565e-05,-15.245500895522508,0.008428142012776701,0.0043023887359114775,-18.42066955819579,8.075290694630119e-06,-18.420677829070417
squareDuctAve_Re_1100,90,0.0,-0.09464841,1.1947964,0.0,-3.5707748e-05,0.00017247521,0.0,-2.031756e-07,3.0793595e-05,-15.461947445517543,0.010551286918578654,-0.0051164287529107,-18.420661930216156,-1.2901836864153302e-05,-18.42067632012627
squareDuctAve_Re_1100,91,0.0,-0.07423953,0.9708455,0.0,-2.3949326e-05,0.00010061861,0.0,-7.96622e-07,2.6984138e-05,-15.834610848235961,0.0005814405977257254,-0.008695976334175863,-18.420680678588084,-1.3825105197160336e-06,-18.42066612331033
squareDuctAve_Re_1100,92,0.0,-0.09359211,0.79458606,0.0,-2.0828296e-05,5.582197e-05,0.0,-2.575754e-06,2.0943646e-05,-16.0056897606434,-0.0020895289033397383,-0.009821343021425955,-18.420679839988107,6.0088138719700585e-06,-18.42066077311615
squareDuctAve_Re_1100,93,0.0,-0.08555393,0.5481721,0.0,-9.2901555e-06,1.5225871e-05,0.0,-1.4982077e-06,9.536706e-06,-16.634936222542485,-0.00885406253369294,-0.017926546999965598,-18.420658793885487,6.284994541843781e-05,-18.420590764371443
squareDuctAve_Re_1100,94,0.0,-0.105961315,0.35075215,0.0,-1.908983e-06,1.94364e-06,0.0,-2.7243493e-06,1.2113958e-06,-17.32737089719876,-0.005773797511056938,-0.011576038097930775,-18.42066549816556,4.322781049229717e-05,-18.420619460017885
squareDuctAve_Re_1100,95,0.0,-0.12243458,0.12845913,0.0,7.753386e-06,-8.673847e-10,0.0,1.1501327e-06,-7.2786474e-06,-18.420680743952367,-5.089221250606992e-17,2.6238141876929e-16,-18.420680743952378,-9.353196118952779e-15,-18.420680743952374
squareDuctAve_Re_1100,96,0.0,0.35252947,0.08280545,0.0,2.5948902e-05,-9.922846e-07,0.0,-4.0705996e-05,-2.1664127e-05,-17.252605865444583,0.0038685694601769314,0.014962784726149706,-18.42067433775789,3.504105272314957e-05,-18.42058490894603
squareDuctAve_Re_1100,97,0.0,0.28309634,0.30528626,0.0,2.302575e-05,-1.9625295e-05,0.0,1.6913682e-05,-2.0089296e-05,-15.416192482041938,-0.015327295440978278,-0.02155464548488852,-18.420641648112237,7.77536711587287e-05,-18.420603425836692
squareDuctAve_Re_1100,98,-1.2016215000000002e-16,0.27906743,0.506714,-3.667076e-21,-3.099007e-05,-6.6098415e-05,-1.8335306e-21,5.0779814e-05,2.900684e-05,-14.66957355308449,-0.0006817503309775268,-0.0012038670283602596,-18.42068068199952,1.5471392926103327e-07,-18.420680550769962
squareDuctAve_Re_1100,99,2.9360764000000003e-16,0.25178862,0.6405274,-2.1431429e-20,-0.000107368985,-0.00012722662,1.7920374e-20,5.9684095e-05,8.575444e-05,-14.160865156801123,-0.004906009962949528,0.005023500327427548,-18.420677918837857,-4.090996079806672e-06,-18.420677781904484
squareDuctAve_Re_1100,100,-3.916072e-16,0.23535717,0.8349735,9.560733e-20,-0.00020334436,-0.00025365304,-4.7803666e-20,5.9523216e-05,0.0001780116,-13.791751585671753,-0.014687390870886009,0.0011705131293666155,-18.420657442726178,-2.626185563417196e-06,-18.420680595959066
squareDuctAve_Re_1100,101,-9.477623e-16,0.22172792,1.0522547,1.8318686e-19,-0.00030811247,-0.00047141017,-1.1802332e-19,5.2356743e-05,0.0002890596,-13.491688428179108,-0.022235869630270813,0.000959358575659663,-18.420630588274843,-3.0602854840205562e-06,-18.42068065058959
